date,province,store_id,store_name,category,item_id,item_name,sales
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Dairy & Frozen,10,Ice Cream,14.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Dairy & Frozen,11,Frozen Vegetables,4.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,12,Soda,38.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,13,Juice,56.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,15,Coffee,33.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,16,Tea,23.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,17,Chips,53.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,18,Cookies,16.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Beverages & Snacks,19,Chocolate,25.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,20,Soap,27.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,23,Laundry Detergent,24.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,24,Paper Towels,20.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,25,Toilet Paper,28.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,26,Trash Bags,18.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Household & Personal Care,27,Dishwashing Liquid,25.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,29,Diapers,38.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,30,Baby Food,27.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,31,Baby Wipes,24.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,32,Pain Relievers,16.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,33,Vitamins,11.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,34,Cold & Flu Medicine,6.0
2017-01-01,Hanoi,2,Ba Dinh Supermarket,Baby & Health,35,First Aid Kit,7.0
2017-01-01,Hanoi,3,Dong Da Mall,Staples,1,Rice,24.0
2017-01-01,Hanoi,3,Dong Da Mall,Staples,2,Noodles,17.0
2017-01-01,Hanoi,3,Dong Da Mall,Staples,3,Bread,19.0
2017-01-01,Hanoi,3,Dong Da Mall,Staples,4,Flour,6.0
2017-01-01,Hanoi,3,Dong Da Mall,Staples,6,Sugar,9.0
2017-01-01,Hanoi,3,Dong Da Mall,Dairy & Frozen,8,Cheese,11.0
2017-01-01,Hanoi,3,Dong Da Mall,Dairy & Frozen,9,Yogurt,44.0
2017-01-01,Hanoi,3,Dong Da Mall,Dairy & Frozen,10,Ice Cream,15.0
2017-01-01,Hanoi,3,Dong Da Mall,Dairy & Frozen,11,Frozen Vegetables,14.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,12,Soda,72.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,13,Juice,56.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,14,Water,96.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,16,Tea,25.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,17,Chips,16.0
2017-01-01,Hanoi,3,Dong Da Mall,Beverages & Snacks,19,Chocolate,53.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,20,Soap,41.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,21,Shampoo,35.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,22,Toothpaste,36.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,23,Laundry Detergent,22.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,24,Paper Towels,22.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,26,Trash Bags,14.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,27,Dishwashing Liquid,15.0
2017-01-01,Hanoi,3,Dong Da Mall,Household & Personal Care,28,All-Purpose Cleaner,16.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,29,Diapers,33.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,30,Baby Food,27.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,32,Pain Relievers,14.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,33,Vitamins,11.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,34,Cold & Flu Medicine,13.0
2017-01-01,Hanoi,3,Dong Da Mall,Baby & Health,35,First Aid Kit,7.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,1,Rice,20.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,2,Noodles,7.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,3,Bread,27.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,4,Flour,16.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,5,Cooking Oil,16.0
2017-01-01,Hanoi,4,Tay Ho Store,Staples,6,Sugar,10.0
2017-01-01,Hanoi,4,Tay Ho Store,Dairy & Frozen,7,Milk,37.0
2017-01-01,Hanoi,4,Tay Ho Store,Dairy & Frozen,8,Cheese,13.0
2017-01-01,Hanoi,4,Tay Ho Store,Dairy & Frozen,9,Yogurt,34.0
2017-01-01,Hanoi,4,Tay Ho Store,Dairy & Frozen,10,Ice Cream,29.0
2017-01-01,Hanoi,4,Tay Ho Store,Beverages & Snacks,12,Soda,
2017-01-01,Hanoi,4,Tay Ho Store,Beverages & Snacks,14,Water,116.0
2017-01-01,Hanoi,4,Tay Ho Store,Beverages & Snacks,15,Coffee,27.0
2017-01-01,Hanoi,4,Tay Ho Store,Beverages & Snacks,17,Chips,57.0
2017-01-01,Hanoi,4,Tay Ho Store,Beverages & Snacks,18,Cookies,48.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,20,Soap,35.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,21,Shampoo,30.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,22,Toothpaste,32.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,23,Laundry Detergent,23.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,26,Trash Bags,16.0
2017-01-01,Hanoi,4,Tay Ho Store,Household & Personal Care,27,Dishwashing Liquid,23.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,29,Diapers,30.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,30,Baby Food,20.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,31,Baby Wipes,32.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,32,Pain Relievers,17.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,33,Vitamins,13.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,34,Cold & Flu Medicine,19.0
2017-01-01,Hanoi,4,Tay Ho Store,Baby & Health,35,First Aid Kit,8.0
2017-01-01,Hanoi,5,Long Bien Shop,Staples,1,Rice,30.0
2017-01-01,Hanoi,5,Long Bien Shop,Staples,2,Noodles,17.0
2017-01-01,Hanoi,5,Long Bien Shop,Staples,3,Bread,18.0
2017-01-01,Hanoi,5,Long Bien Shop,Staples,4,Flour,13.0
2017-01-01,Hanoi,5,Long Bien Shop,Staples,5,Cooking Oil,14.0
2017-01-01,Hanoi,5,Long Bien Shop,Dairy & Frozen,7,Milk,31.0
2017-01-01,Hanoi,5,Long Bien Shop,Dairy & Frozen,8,Cheese,9.0
2017-01-01,Hanoi,5,Long Bien Shop,Dairy & Frozen,9,Yogurt,47.0
2017-01-01,Hanoi,5,Long Bien Shop,Dairy & Frozen,10,Ice Cream,33.0
2017-01-01,Hanoi,5,Long Bien Shop,Dairy & Frozen,11,Frozen Vegetables,17.0
2017-01-01,Hanoi,5,Long Bien Shop,Beverages & Snacks,12,Soda,66.0
2017-01-01,Hanoi,5,Long Bien Shop,Beverages & Snacks,13,Juice,62.0
2017-01-01,Hanoi,5,Long Bien Shop,Beverages & Snacks,16,Tea,32.0
2017-01-01,Hanoi,5,Long Bien Shop,Beverages & Snacks,17,Chips,115.0
2017-01-01,Hanoi,5,Long Bien Shop,Beverages & Snacks,19,Chocolate,58.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,20,Soap,47.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,21,Shampoo,13.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,22,Toothpaste,37.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,24,Paper Towels,21.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,25,Toilet Paper,28.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,26,Trash Bags,21.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,27,Dishwashing Liquid,18.0
2017-01-01,Hanoi,5,Long Bien Shop,Household & Personal Care,28,All-Purpose Cleaner,21.0
2017-01-01,Hanoi,5,Long Bien Shop,Baby & Health,29,Diapers,49.0
2017-01-01,Hanoi,5,Long Bien Shop,Baby & Health,32,Pain Relievers,18.0
2017-01-01,Hanoi,5,Long Bien Shop,Baby & Health,33,Vitamins,15.0
2017-01-01,Hanoi,5,Long Bien Shop,Baby & Health,34,Cold & Flu Medicine,8.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,1,Rice,32.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,2,Noodles,19.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,3,Bread,56.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,4,Flour,14.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,5,Cooking Oil,17.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Staples,6,Sugar,14.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Dairy & Frozen,7,Milk,69.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Dairy & Frozen,8,Cheese,19.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Dairy & Frozen,9,Yogurt,77.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Dairy & Frozen,10,Ice Cream,35.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Dairy & Frozen,11,Frozen Vegetables,22.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,13,Juice,108.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,15,Coffee,25.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,16,Tea,34.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,17,Chips,69.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,18,Cookies,34.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Beverages & Snacks,19,Chocolate,70.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,20,Soap,38.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,21,Shampoo,29.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,22,Toothpaste,30.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,23,Laundry Detergent,27.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,25,Toilet Paper,42.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Household & Personal Care,27,Dishwashing Liquid,28.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Baby & Health,29,Diapers,141.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Baby & Health,30,Baby Food,28.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Baby & Health,32,Pain Relievers,16.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Baby & Health,34,Cold & Flu Medicine,21.0
2017-01-01,Ho Chi Minh City,6,District 1 Market,Baby & Health,35,First Aid Kit,11.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Staples,3,Bread,53.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Staples,5,Cooking Oil,21.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Staples,6,Sugar,15.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Dairy & Frozen,8,Cheese,15.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Dairy & Frozen,9,Yogurt,36.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Dairy & Frozen,10,Ice Cream,19.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Dairy & Frozen,11,Frozen Vegetables,16.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,12,Soda,87.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,13,Juice,44.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,14,Water,86.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,15,Coffee,32.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,16,Tea,33.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,17,Chips,104.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,18,Cookies,44.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Beverages & Snacks,19,Chocolate,39.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,20,Soap,
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,21,Shampoo,33.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,25,Toilet Paper,27.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,26,Trash Bags,16.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,27,Dishwashing Liquid,23.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Household & Personal Care,28,All-Purpose Cleaner,17.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Baby & Health,29,Diapers,80.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Baby & Health,30,Baby Food,24.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Baby & Health,31,Baby Wipes,22.0
2017-01-01,Ho Chi Minh City,7,Ben Thanh Store,Baby & Health,32,Pain Relievers,23.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Staples,1,Rice,28.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Staples,2,Noodles,23.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Staples,3,Bread,47.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Staples,4,Flour,23.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Staples,6,Sugar,14.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Dairy & Frozen,7,Milk,31.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Dairy & Frozen,8,Cheese,25.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Dairy & Frozen,9,Yogurt,34.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Dairy & Frozen,10,Ice Cream,51.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Beverages & Snacks,12,Soda,111.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Beverages & Snacks,13,Juice,123.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Beverages & Snacks,14,Water,167.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Beverages & Snacks,16,Tea,38.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Beverages & Snacks,18,Cookies,63.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,20,Soap,31.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,21,Shampoo,13.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,22,Toothpaste,28.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,23,Laundry Detergent,25.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,24,Paper Towels,44.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,25,Toilet Paper,27.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Household & Personal Care,27,Dishwashing Liquid,18.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,29,Diapers,219.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,30,Baby Food,38.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,31,Baby Wipes,39.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,33,Vitamins,23.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,34,Cold & Flu Medicine,12.0
2017-01-01,Ho Chi Minh City,8,Saigon Supermarket,Baby & Health,35,First Aid Kit,11.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Staples,1,Rice,45.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Staples,2,Noodles,29.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Staples,5,Cooking Oil,26.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Staples,6,Sugar,12.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Dairy & Frozen,7,Milk,16.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Dairy & Frozen,8,Cheese,37.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Dairy & Frozen,9,Yogurt,28.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Dairy & Frozen,10,Ice Cream,34.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Dairy & Frozen,11,Frozen Vegetables,17.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,12,Soda,85.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,13,Juice,61.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,14,Water,73.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,15,Coffee,36.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,16,Tea,35.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,18,Cookies,85.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Beverages & Snacks,19,Chocolate,29.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,20,Soap,38.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,21,Shampoo,25.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,22,Toothpaste,39.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,23,Laundry Detergent,15.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,26,Trash Bags,20.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Household & Personal Care,27,Dishwashing Liquid,24.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Baby & Health,31,Baby Wipes,55.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Baby & Health,32,Pain Relievers,25.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Baby & Health,33,Vitamins,20.0
2017-01-01,Ho Chi Minh City,9,Phu Nhuan Shop,Baby & Health,34,Cold & Flu Medicine,19.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Staples,1,Rice,12.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Staples,2,Noodles,13.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Staples,3,Bread,16.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Staples,5,Cooking Oil,9.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Staples,6,Sugar,8.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Dairy & Frozen,7,Milk,20.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Dairy & Frozen,9,Yogurt,32.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Dairy & Frozen,10,Ice Cream,20.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Beverages & Snacks,12,Soda,32.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Beverages & Snacks,13,Juice,1.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Beverages & Snacks,14,Water,51.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Beverages & Snacks,15,Coffee,16.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Beverages & Snacks,18,Cookies,28.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,20,Soap,23.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,21,Shampoo,14.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,24,Paper Towels,15.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,25,Toilet Paper,15.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,26,Trash Bags,11.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,27,Dishwashing Liquid,11.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Household & Personal Care,28,All-Purpose Cleaner,10.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,29,Diapers,26.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,30,Baby Food,20.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,31,Baby Wipes,18.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,32,Pain Relievers,13.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,33,Vitamins,7.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,34,Cold & Flu Medicine,10.0
2017-01-01,Ho Chi Minh City,10,Binh Thanh Market,Baby & Health,35,First Aid Kit,4.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,1,Rice,11.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,2,Noodles,12.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,3,Bread,15.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,4,Flour,6.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,5,Cooking Oil,8.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Staples,6,Sugar,5.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Dairy & Frozen,7,Milk,48.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Dairy & Frozen,8,Cheese,13.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Dairy & Frozen,9,Yogurt,10.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Dairy & Frozen,10,Ice Cream,13.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Dairy & Frozen,11,Frozen Vegetables,11.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Beverages & Snacks,13,Juice,28.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Beverages & Snacks,14,Water,39.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Beverages & Snacks,16,Tea,19.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Beverages & Snacks,17,Chips,34.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Beverages & Snacks,18,Cookies,41.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Household & Personal Care,20,Soap,19.0
2017-01-02,Hanoi,1,Hoan Kiem Market,Household & Personal Care,21,Shampoo,17.0
